neighbourhood,crime_type,year,count
Oakridge,Theft of Bicycle,2015,32
Oakridge,Theft of Bicycle,2016,17
Oakridge,Theft of Bicycle,2017,28
Oakridge,Theft of Bicycle,2018,18
Oakridge,Theft of Bicycle,2019,34
Oakridge,Theft of Bicycle,2020,19
Oakridge,Theft of Bicycle,2021,23
Oakridge,Theft of Bicycle,2022,16
Oakridge,Theft of Bicycle,2023,9
Oakridge,Theft of Bicycle,2024,8
Oakridge,Theft of Bicycle,2025,6
Oakridge,Theft of Vehicle,2003,114
Oakridge,Theft of Vehicle,2004,95
Oakridge,Theft of Vehicle,2005,89
Oakridge,Theft of Vehicle,2006,57
Oakridge,Theft of Vehicle,2007,53
Oakridge,Theft of Vehicle,2008,38
Oakridge,Theft of Vehicle,2009,42
Oakridge,Theft of Vehicle,2010,34
Oakridge,Theft of Vehicle,2011,25
Oakridge,Theft of Vehicle,2012,18
Oakridge,Theft of Vehicle,2013,25
Oakridge,Theft of Vehicle,2014,34
Oakridge,Theft of Vehicle,2015,22
Oakridge,Theft of Vehicle,2016,16
Oakridge,Theft of Vehicle,2017,18
Oakridge,Theft of Vehicle,2018,18
Oakridge,Theft of Vehicle,2019,30
Oakridge,Theft of Vehicle,2020,9
Oakridge,Theft of Vehicle,2021,11
Oakridge,Theft of Vehicle,2022,17
Oakridge,Theft of Vehicle,2023,12
Oakridge,Theft of Vehicle,2024,3
Oakridge,Theft of Vehicle,2025,3
Oakridge,Vehicle Collision or Pedestrian Struck (with Fatality),2004,1
Oakridge,Vehicle Collision or Pedestrian Struck (with Fatality),2005,1
Oakridge,Vehicle Collision or Pedestrian Struck (with Fatality),2007,2
Oakridge,Vehicle Collision or Pedestrian Struck (with Fatality),2015,1
Oakridge,Vehicle Collision or Pedestrian Struck (with Fatality),2019,1
Oakridge,Vehicle Collision or Pedestrian Struck (with Fatality),2021,1
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2003,5
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2004,11
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2005,5
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2006,6
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2007,6
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2008,2
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2009,3
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2010,2
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2011,2
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2012,2
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2013,6
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2014,22
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2015,34
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2016,23
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2017,24
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2018,29
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2019,24
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2020,18
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2021,21
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2022,20
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2023,25
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2024,21
Oakridge,Vehicle Collision or Pedestrian Struck (with Injury),2025,14
Renfrew-Collingwood,Break and Enter Commercial,2003,128
Renfrew-Collingwood,Break and Enter Commercial,2004,172
Renfrew-Collingwood,Break and Enter Commercial,2005,97
Renfrew-Collingwood,Break and Enter Commercial,2006,132
Renfrew-Collingwood,Break and Enter Commercial,2007,84
Renfrew-Collingwood,Break and Enter Commercial,2008,100
Renfrew-Collingwood,Break and Enter Commercial,2009,66
Renfrew-Collingwood,Break and Enter Commercial,2010,49
Renfrew-Collingwood,Break and Enter Commercial,2011,36
Renfrew-Collingwood,Break and Enter Commercial,2012,60
Renfrew-Collingwood,Break and Enter Commercial,2013,51
Renfrew-Collingwood,Break and Enter Commercial,2014,66
Renfrew-Collingwood,Break and Enter Commercial,2015,74
Renfrew-Collingwood,Break and Enter Commercial,2016,46
Renfrew-Collingwood,Break and Enter Commercial,2017,64
Renfrew-Collingwood,Break and Enter Commercial,2018,91
Renfrew-Collingwood,Break and Enter Commercial,2019,76
Renfrew-Collingwood,Break and Enter Commercial,2020,79
Renfrew-Collingwood,Break and Enter Commercial,2021,54
Renfrew-Collingwood,Break and Enter Commercial,2022,44
Renfrew-Collingwood,Break and Enter Commercial,2023,97
Renfrew-Collingwood,Break and Enter Commercial,2024,64
Renfrew-Collingwood,Break and Enter Commercial,2025,21
Renfrew-Collingwood,Break and Enter Residential/Other,2003,479
Renfrew-Collingwood,Break and Enter Residential/Other,2004,533
Renfrew-Collingwood,Break and Enter Residential/Other,2005,303
Renfrew-Collingwood,Break and Enter Residential/Other,2006,445
Renfrew-Collingwood,Break and Enter Residential/Other,2007,361
Renfrew-Collingwood,Break and Enter Residential/Other,2008,311
Renfrew-Collingwood,Break and Enter Residential/Other,2009,231
Renfrew-Collingwood,Break and Enter Residential/Other,2010,240
Renfrew-Collingwood,Break and Enter Residential/Other,2011,289
Renfrew-Collingwood,Break and Enter Residential/Other,2012,197
Renfrew-Collingwood,Break and Enter Residential/Other,2013,190
Renfrew-Collingwood,Break and Enter Residential/Other,2014,194
Renfrew-Collingwood,Break and Enter Residential/Other,2015,212
Renfrew-Collingwood,Break and Enter Residential/Other,2016,241
Renfrew-Collingwood,Break and Enter Residential/Other,2017,141
Renfrew-Collingwood,Break and Enter Residential/Other,2018,157
Renfrew-Collingwood,Break and Enter Residential/Other,2019,137
Renfrew-Collingwood,Break and Enter Residential/Other,2020,99
Renfrew-Collingwood,Break and Enter Residential/Other,2021,76
Renfrew-Collingwood,Break and Enter Residential/Other,2022,74
Renfrew-Collingwood,Break and Enter Residential/Other,2023,73
Renfrew-Collingwood,Break and Enter Residential/Other,2024,82
Renfrew-Collingwood,Break and Enter Residential/Other,2025,17
Renfrew-Collingwood,Homicide,2003,1
Renfrew-Collingwood,Homicide,2004,1
Renfrew-Collingwood,Homicide,2005,2
Renfrew-Collingwood,Homicide,2006,2
Renfrew-Collingwood,Homicide,2007,2
Renfrew-Collingwood,Homicide,2008,2
Renfrew-Collingwood,Homicide,2009,2
Renfrew-Collingwood,Homicide,2012,1
Renfrew-Collingwood,Homicide,2013,1
Renfrew-Collingwood,Homicide,2014,2
Renfrew-Collingwood,Homicide,2015,2
Renfrew-Collingwood,Homicide,2016,2
Renfrew-Collingwood,Homicide,2018,2
Renfrew-Collingwood,Homicide,2021,1
Renfrew-Collingwood,Homicide,2022,1
Renfrew-Collingwood,Homicide,2024,2
Renfrew-Collingwood,Mischief,2003,325
Renfrew-Collingwood,Mischief,2004,268
Renfrew-Collingwood,Mischief,2005,265
Renfrew-Collingwood,Mischief,2006,290
Renfrew-Collingwood,Mischief,2007,249
Renfrew-Collingwood,Mischief,2008,459
Renfrew-Collingwood,Mischief,2009,267
Renfrew-Collingwood,Mischief,2010,321
Renfrew-Collingwood,Mischief,2011,245
Renfrew-Collingwood,Mischief,2012,232
Renfrew-Collingwood,Mischief,2013,231
Renfrew-Collingwood,Mischief,2014,196
Renfrew-Collingwood,Mischief,2015,207
Renfrew-Collingwood,Mischief,2016,207
Renfrew-Collingwood,Mischief,2017,300
Renfrew-Collingwood,Mischief,2018,240
Renfrew-Collingwood,Mischief,2019,240
Renfrew-Collingwood,Mischief,2020,272
Renfrew-Collingwood,Mischief,2021,213
Renfrew-Collingwood,Mischief,2022,196
Renfrew-Collingwood,Mischief,2023,214
Renfrew-Collingwood,Mischief,2024,236
Renfrew-Collingwood,Mischief,2025,104
Renfrew-Collingwood,Offence Against a Person,2003,236
Renfrew-Collingwood,Offence Against a Person,2004,265
Renfrew-Collingwood,Offence Against a Person,2005,229
Renfrew-Collingwood,Offence Against a Person,2006,278
Renfrew-Collingwood,Offence Against a Person,2007,273
Renfrew-Collingwood,Offence Against a Person,2008,244
Renfrew-Collingwood,Offence Against a Person,2009,208
Renfrew-Collingwood,Offence Against a Person,2010,217
Renfrew-Collingwood,Offence Against a Person,2011,240
Renfrew-Collingwood,Offence Against a Person,2012,214
Renfrew-Collingwood,Offence Against a Person,2013,189
Renfrew-Collingwood,Offence Against a Person,2014,145
Renfrew-Collingwood,Offence Against a Person,2015,150
Renfrew-Collingwood,Offence Against a Person,2016,132
Renfrew-Collingwood,Offence Against a Person,2017,136
Renfrew-Collingwood,Offence Against a Person,2018,121
Renfrew-Collingwood,Offence Against a Person,2019,132
Renfrew-Collingwood,Offence Against a Person,2020,128
Renfrew-Collingwood,Offence Against a Person,2021,143
Renfrew-Collingwood,Offence Against a Person,2022,143
Renfrew-Collingwood,Offence Against a Person,2023,136
Renfrew-Collingwood,Offence Against a Person,2024,123
Renfrew-Collingwood,Offence Against a Person,2025,48
Renfrew-Collingwood,Other Theft,2003,459
Renfrew-Collingwood,Other Theft,2004,430
Renfrew-Collingwood,Other Theft,2005,375
Renfrew-Collingwood,Other Theft,2006,416
Renfrew-Collingwood,Other Theft,2007,382
Renfrew-Collingwood,Other Theft,2008,396
Renfrew-Collingwood,Other Theft,2009,526
Renfrew-Collingwood,Other Theft,2010,479
Renfrew-Collingwood,Other Theft,2011,554
Renfrew-Collingwood,Other Theft,2012,464
Renfrew-Collingwood,Other Theft,2013,480
Renfrew-Collingwood,Other Theft,2014,618
Renfrew-Collingwood,Other Theft,2015,606
Renfrew-Collingwood,Other Theft,2016,712
Renfrew-Collingwood,Other Theft,2017,673
Renfrew-Collingwood,Other Theft,2018,698
Renfrew-Collingwood,Other Theft,2019,665
Renfrew-Collingwood,Other Theft,2020,830
Renfrew-Collingwood,Other Theft,2021,999
Renfrew-Collingwood,Other Theft,2022,1317
Renfrew-Collingwood,Other Theft,2023,1588
Renfrew-Collingwood,Other Theft,2024,1410
Renfrew-Collingwood,Other Theft,2025,841
Renfrew-Collingwood,Theft from Vehicle,2003,630
Renfrew-Collingwood,Theft from Vehicle,2004,882
Renfrew-Collingwood,Theft from Vehicle,2005,994
Renfrew-Collingwood,Theft from Vehicle,2006,875
Renfrew-Collingwood,Theft from Vehicle,2007,584
Renfrew-Collingwood,Theft from Vehicle,2008,399
Renfrew-Collingwood,Theft from Vehicle,2009,464
Renfrew-Collingwood,Theft from Vehicle,2010,531
Renfrew-Collingwood,Theft from Vehicle,2011,368
Renfrew-Collingwood,Theft from Vehicle,2012,524
Renfrew-Collingwood,Theft from Vehicle,2013,409
Renfrew-Collingwood,Theft from Vehicle,2014,519
Renfrew-Collingwood,Theft from Vehicle,2015,472
Renfrew-Collingwood,Theft from Vehicle,2016,439
Renfrew-Collingwood,Theft from Vehicle,2017,756
Renfrew-Collingwood,Theft from Vehicle,2018,570
Renfrew-Collingwood,Theft from Vehicle,2019,684
Renfrew-Collingwood,Theft from Vehicle,2020,584
Renfrew-Collingwood,Theft from Vehicle,2021,355
Renfrew-Collingwood,Theft from Vehicle,2022,400
Renfrew-Collingwood,Theft from Vehicle,2023,338
Renfrew-Collingwood,Theft from Vehicle,2024,224
Renfrew-Collingwood,Theft from Vehicle,2025,100
Renfrew-Collingwood,Theft of Bicycle,2003,23
Renfrew-Collingwood,Theft of Bicycle,2004,18
Renfrew-Collingwood,Theft of Bicycle,2005,22
Renfrew-Collingwood,Theft of Bicycle,2006,21
Renfrew-Collingwood,Theft of Bicycle,2007,18
Renfrew-Collingwood,Theft of Bicycle,2008,15
Renfrew-Collingwood,Theft of Bicycle,2009,19
Renfrew-Collingwood,Theft of Bicycle,2010,26
Renfrew-Collingwood,Theft of Bicycle,2011,13
Renfrew-Collingwood,Theft of Bicycle,2012,20
Renfrew-Collingwood,Theft of Bicycle,2013,31
Renfrew-Collingwood,Theft of Bicycle,2014,56
Renfrew-Collingwood,Theft of Bicycle,2015,47
Renfrew-Collingwood,Theft of Bicycle,2016,66
Renfrew-Collingwood,Theft of Bicycle,2017,48
Renfrew-Collingwood,Theft of Bicycle,2018,37
Renfrew-Collingwood,Theft of Bicycle,2019,52
Renfrew-Collingwood,Theft of Bicycle,2020,61
Renfrew-Collingwood,Theft of Bicycle,2021,39
Renfrew-Collingwood,Theft of Bicycle,2022,49
Renfrew-Collingwood,Theft of Bicycle,2023,27
Renfrew-Collingwood,Theft of Bicycle,2024,25
Renfrew-Collingwood,Theft of Bicycle,2025,5
Renfrew-Collingwood,Theft of Vehicle,2003,422
Renfrew-Collingwood,Theft of Vehicle,2004,520
Renfrew-Collingwood,Theft of Vehicle,2005,421
Renfrew-Collingwood,Theft of Vehicle,2006,307
Renfrew-Collingwood,Theft of Vehicle,2007,226
Renfrew-Collingwood,Theft of Vehicle,2008,177
Renfrew-Collingwood,Theft of Vehicle,2009,149
Renfrew-Collingwood,Theft of Vehicle,2010,148
Renfrew-Collingwood,Theft of Vehicle,2011,79
Renfrew-Collingwood,Theft of Vehicle,2012,115
Renfrew-Collingwood,Theft of Vehicle,2013,69
Renfrew-Collingwood,Theft of Vehicle,2014,103
Renfrew-Collingwood,Theft of Vehicle,2015,94
Renfrew-Collingwood,Theft of Vehicle,2016,116
Renfrew-Collingwood,Theft of Vehicle,2017,112
Renfrew-Collingwood,Theft of Vehicle,2018,90
Renfrew-Collingwood,Theft of Vehicle,2019,108
Renfrew-Collingwood,Theft of Vehicle,2020,60
Renfrew-Collingwood,Theft of Vehicle,2021,73
Renfrew-Collingwood,Theft of Vehicle,2022,74
Renfrew-Collingwood,Theft of Vehicle,2023,52
Renfrew-Collingwood,Theft of Vehicle,2024,51
Renfrew-Collingwood,Theft of Vehicle,2025,28
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2003,2
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2005,3
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2011,3
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2012,1
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2013,1
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2014,1
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2015,1
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2016,1
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2017,1
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2019,1
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2021,3
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2023,1
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Fatality),2024,1
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2003,19
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2004,24
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2005,26
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2006,18
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2007,12
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2008,11
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2009,6
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2010,10
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2011,11
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2012,21
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2013,25
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2014,112
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2015,110
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2016,114
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2017,123
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2018,100
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2019,60
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2020,63
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2021,84
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2022,64
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2023,72
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2024,79
Renfrew-Collingwood,Vehicle Collision or Pedestrian Struck (with Injury),2025,42
Riley Park,Break and Enter Commercial,2003,94
Riley Park,Break and Enter Commercial,2004,86
Riley Park,Break and Enter Commercial,2005,81
Riley Park,Break and Enter Commercial,2006,68
Riley Park,Break and Enter Commercial,2007,57
Riley Park,Break and Enter Commercial,2008,51
Riley Park,Break and Enter Commercial,2009,55
Riley Park,Break and Enter Commercial,2010,43
Riley Park,Break and Enter Commercial,2011,46
Riley Park,Break and Enter Commercial,2012,50
Riley Park,Break and Enter Commercial,2013,40
Riley Park,Break and Enter Commercial,2014,45
Riley Park,Break and Enter Commercial,2015,42
Riley Park,Break and Enter Commercial,2016,65
Riley Park,Break and Enter Commercial,2017,60
Riley Park,Break and Enter Commercial,2018,36
Riley Park,Break and Enter Commercial,2019,48
Riley Park,Break and Enter Commercial,2020,66
Riley Park,Break and Enter Commercial,2021,52
Riley Park,Break and Enter Commercial,2022,40
Riley Park,Break and Enter Commercial,2023,39
Riley Park,Break and Enter Commercial,2024,29
Riley Park,Break and Enter Commercial,2025,12
Riley Park,Break and Enter Residential/Other,2003,217
Riley Park,Break and Enter Residential/Other,2004,246
Riley Park,Break and Enter Residential/Other,2005,283
Riley Park,Break and Enter Residential/Other,2006,238
Riley Park,Break and Enter Residential/Other,2007,180
Riley Park,Break and Enter Residential/Other,2008,197
Riley Park,Break and Enter Residential/Other,2009,149
Riley Park,Break and Enter Residential/Other,2010,159
Riley Park,Break and Enter Residential/Other,2011,149
Riley Park,Break and Enter Residential/Other,2012,177
Riley Park,Break and Enter Residential/Other,2013,151
Riley Park,Break and Enter Residential/Other,2014,132
Riley Park,Break and Enter Residential/Other,2015,158
Riley Park,Break and Enter Residential/Other,2016,189
Riley Park,Break and Enter Residential/Other,2017,149
Riley Park,Break and Enter Residential/Other,2018,122
Riley Park,Break and Enter Residential/Other,2019,120
Riley Park,Break and Enter Residential/Other,2020,132
Riley Park,Break and Enter Residential/Other,2021,90
Riley Park,Break and Enter Residential/Other,2022,51
Riley Park,Break and Enter Residential/Other,2023,40
Riley Park,Break and Enter Residential/Other,2024,27
Riley Park,Break and Enter Residential/Other,2025,21
Riley Park,Homicide,2003,1
Riley Park,Homicide,2009,1
Riley Park,Homicide,2011,1
Riley Park,Homicide,2015,1
Riley Park,Homicide,2016,1
Riley Park,Homicide,2019,1
Riley Park,Homicide,2021,1
Riley Park,Homicide,2025,1
Riley Park,Mischief,2003,179
Riley Park,Mischief,2004,167
Riley Park,Mischief,2005,150
Riley Park,Mischief,2006,155
Riley Park,Mischief,2007,112
Riley Park,Mischief,2008,130
Riley Park,Mischief,2009,135
Riley Park,Mischief,2010,110
Riley Park,Mischief,2011,129
